LAUS Code,statefips,countyfips,County Name/State Abbreviation,Period,labor force,Employed,Unemployed,unemployment_rate
CN0608700000000,6,87,"Santa Cruz County, CA",19-Nov,"141,792","136,149","5,643",4
CN0608900000000,6,89,"Shasta County, CA",19-Nov,"74,708","71,735","2,973",4
CN0609100000000,6,91,"Sierra County, CA",19-Nov,"1,331","1,278",53,4
CN0609300000000,6,93,"Siskiyou County, CA",19-Nov,"17,105","16,237",868,5.1
CN0609500000000,6,95,"Solano County, CA",19-Nov,"210,399","203,373","7,026",3.3
CN0609700000000,6,97,"Sonoma County, CA",19-Nov,"260,583","254,278","6,305",2.4
CN0609900000000,6,99,"Stanislaus County, CA",19-Nov,"243,932","231,079","12,853",5.3
CN0610100000000,6,101,"Sutter County, CA",19-Nov,"46,099","43,323","2,776",6
CN0610300000000,6,103,"Tehama County, CA",19-Nov,"25,804","24,637","1,167",4.5
CN0610500000000,6,105,"Trinity County, CA",19-Nov,"4,562","4,334",228,5
CN0610700000000,6,107,"Tulare County, CA",19-Nov,"203,387","185,782","17,605",8.7
CN0610900000000,6,109,"Tuolumne County, CA",19-Nov,"21,484","20,671",813,3.8
CN0611100000000,6,111,"Ventura County, CA",19-Nov,"425,979","411,300","14,679",3.4
CN0611300000000,6,113,"Yolo County, CA",19-Nov,"108,509","104,533","3,976",3.7
CN0611500000000,6,115,"Yuba County, CA",19-Nov,"30,724","29,143","1,581",5.1
CN0800100000000,8,1,"Adams County, CO",19-Nov,"277,792","270,957","6,835",2.5
CN0800300000000,8,3,"Alamosa County, CO",19-Nov,"9,008","8,739",269,3
CN0800500000000,8,5,"Arapahoe County, CO",19-Nov,"371,176","362,520","8,656",2.3
CN0800700000000,8,7,"Archuleta County, CO",19-Nov,"6,984","6,799",185,2.6
CN0800900000000,8,9,"Baca County, CO",19-Nov,"2,259","2,228",31,1.4
CN0801100000000,8,11,"Bent County, CO",19-Nov,"2,029","1,987",42,2.1
CN0801300000000,8,13,"Boulder County, CO",19-Nov,"198,526","194,571","3,955",2
CN0801400000000,8,14,"Broomfield County/city, CO",19-Nov,"40,908","40,035",873,2.1
CN0801500000000,8,15,"Chaffee County, CO",19-Nov,"9,730","9,522",208,2.1
CN0801700000000,8,17,"Cheyenne County, CO",19-Nov,"1,266","1,251",15,1.2
CN0801900000000,8,19,"Clear Creek County, CO",19-Nov,"6,149","6,025",124,2
CN0802100000000,8,21,"Conejos County, CO",19-Nov,"4,324","4,210",114,2.6
CN0802300000000,8,23,"Costilla County, CO",19-Nov,"1,943","1,885",58,3
CN0802500000000,8,25,"Crowley County, CO",19-Nov,"1,580","1,527",53,3.4
CN0802700000000,8,27,"Custer County, CO",19-Nov,"2,150","2,094",56,2.6
CN0802900000000,8,29,"Delta County, CO",19-Nov,"14,898","14,506",392,2.6
CN0803100000000,8,31,"Denver County/city, CO",19-Nov,"424,326","414,573","9,753",2.3
CN0803300000000,8,33,"Dolores County, CO",19-Nov,"1,216","1,177",39,3.2
CN0803500000000,8,35,"Douglas County, CO",19-Nov,"197,886","193,833","4,053",2
CN0803700000000,8,37,"Eagle County, CO",19-Nov,"35,923","35,036",887,2.5
CN0803900000000,8,39,"Elbert County, CO",19-Nov,"15,582","15,292",290,1.9
CN0804100000000,8,41,"El Paso County, CO",19-Nov,"346,325","336,623","9,702",2.8
CN0804300000000,8,43,"Fremont County, CO",19-Nov,"15,228","14,643",585,3.8
CN0804500000000,8,45,"Garfield County, CO",19-Nov,"31,995","31,235",760,2.4
CN0804700000000,8,47,"Gilpin County, CO",19-Nov,"3,842","3,766",76,2
CN0804900000000,8,49,"Grand County, CO",19-Nov,"9,687","9,500",187,1.9
CN0805100000000,8,51,"Gunnison County, CO",19-Nov,"11,278","11,043",235,2.1
CN0805300000000,8,53,"Hinsdale County, CO",19-Nov,362,345,17,4.7
CN0805500000000,8,55,"Huerfano County, CO",19-Nov,"2,534","2,420",114,4.5
CN0805700000000,8,57,"Jackson County, CO",19-Nov,"1,063","1,046",17,1.6
CN0805900000000,8,59,"Jefferson County, CO",19-Nov,"341,063","333,677","7,386",2.2
CN0806100000000,8,61,"Kiowa County, CO",19-Nov,"1,042","1,030",12,1.2
CN0806300000000,8,63,"Kit Carson County, CO",19-Nov,"4,526","4,459",67,1.5
CN0806500000000,8,65,"Lake County, CO",19-Nov,"4,930","4,831",99,2
CN0806700000000,8,67,"La Plata County, CO",19-Nov,"32,522","31,851",671,2.1
CN0806900000000,8,69,"Larimer County, CO",19-Nov,"211,387","207,242","4,145",2
CN0807100000000,8,71,"Las Animas County, CO",19-Nov,"6,778","6,570",208,3.1
CN0807300000000,8,73,"Lincoln County, CO",19-Nov,"2,469","2,422",47,1.9
CN0807500000000,8,75,"Logan County, CO",19-Nov,"11,396","11,188",208,1.8
CN0807700000000,8,77,"Mesa County, CO",19-Nov,"76,804","74,643","2,161",2.8
CN0807900000000,8,79,"Mineral County, CO",19-Nov,515,504,11,2.1
CN0808100000000,8,81,"Moffat County, CO",19-Nov,"7,442","7,242",200,2.7
CN0808300000000,8,83,"Montezuma County, CO",19-Nov,"13,145","12,677",468,3.6
CN0808500000000,8,85,"Montrose County, CO",19-Nov,"22,504","21,947",557,2.5
CN0808700000000,8,87,"Morgan County, CO",19-Nov,"17,182","16,804",378,2.2
CN0808900000000,8,89,"Otero County, CO",19-Nov,"8,836","8,553",283,3.2
CN0809100000000,8,91,"Ouray County, CO",19-Nov,"2,378","2,311",67,2.8
CN0809300000000,8,93,"Park County, CO",19-Nov,"11,320","11,094",226,2
CN0809500000000,8,95,"Phillips County, CO",19-Nov,"2,742","2,707",35,1.3
CN0809700000000,8,97,"Pitkin County, CO",19-Nov,"11,284","10,712",572,5.1
CN0809900000000,8,99,"Prowers County, CO",19-Nov,"6,700","6,560",140,2.1
CN0810100000000,8,101,"Pueblo County, CO",19-Nov,"77,322","74,621","2,701",3.5
CN0810300000000,8,103,"Rio Blanco County, CO",19-Nov,"3,078","2,988",90,2.9
CN0810500000000,8,105,"Rio Grande County, CO",19-Nov,"5,757","5,556",201,3.5
CN0810700000000,8,107,"Routt County, CO",19-Nov,"16,397","16,061",336,2
CN0810900000000,8,109,"Saguache County, CO",19-Nov,"3,823","3,694",129,3.4
CN0811100000000,8,111,"San Juan County, CO",19-Nov,456,439,17,3.7
CN0811300000000,8,113,"San Miguel County, CO",19-Nov,"5,639","5,334",305,5.4
CN0811500000000,8,115,"Sedgwick County, CO",19-Nov,"1,305","1,286",19,1.5
CN0811700000000,8,117,"Summit County, CO",19-Nov,"23,589","23,211",378,1.6
CN0811900000000,8,119,"Teller County, CO",19-Nov,"12,885","12,549",336,2.6
CN0812100000000,8,121,"Washington County, CO",19-Nov,"3,066","3,013",53,1.7
CN0812300000000,8,123,"Weld County, CO",19-Nov,"173,704","169,903","3,801",2.2
CN0812500000000,8,125,"Yuma County, CO",19-Nov,"6,408","6,323",85,1.3
CN0900100000000,9,1,"Fairfield County, CT",19-Nov,"484,305","468,798","15,507",3.2
CN0900300000000,9,3,"Hartford County, CT",19-Nov,"487,079","470,584","16,495",3.4
CN0900500000000,9,5,"Litchfield County, CT",19-Nov,"105,592","102,517","3,075",2.9
CN0900700000000,9,7,"Middlesex County, CT",19-Nov,"94,673","92,004","2,669",2.8
CN0900900000000,9,9,"New Haven County, CT",19-Nov,"466,275","450,233","16,042",3.4
CN0901100000000,9,11,"New London County, CT",19-Nov,"137,708","133,325","4,383",3.2
CN0901300000000,9,13,"Tolland County, CT",19-Nov,"87,716","85,293","2,423",2.8
CN0901500000000,9,15,"Windham County, CT",19-Nov,"64,587","62,404","2,183",3.4
CN1000100000000,10,1,"Kent County, DE",19-Nov,"80,546","77,516","3,030",3.8
CN1000300000000,10,3,"New Castle County, DE",19-Nov,"301,843","291,497","10,346",3.4
CN1000500000000,10,5,"Sussex County, DE",19-Nov,"106,019","102,105","3,914",3.7
CN1100100000000,11,1,District of Columbia,19-Nov,"412,346","391,565","20,781",5
CN1200100000000,12,1,"Alachua County, FL",19-Nov,"141,612","137,984","3,628",2.6
CN1200300000000,12,3,"Baker County, FL",19-Nov,"12,016","11,696",320,2.7
CN1200500000000,12,5,"Bay County, FL",19-Nov,"82,497","80,002","2,495",3
CN1200700000000,12,7,"Bradford County, FL",19-Nov,"11,274","10,960",314,2.8
CN1200900000000,12,9,"Brevard County, FL",19-Nov,"287,508","279,290","8,218",2.9
CN1201100000000,12,11,"Broward County, FL",19-Nov,"1,045,634","1,016,914","28,720",2.7
CN1201300000000,12,13,"Calhoun County, FL",19-Nov,"4,792","4,623",169,3.5
CN1201500000000,12,15,"Charlotte County, FL",19-Nov,"72,707","70,295","2,412",3.3
CN1201700000000,12,17,"Citrus County, FL",19-Nov,"47,355","45,311","2,044",4.3
CN1201900000000,12,19,"Clay County, FL",19-Nov,"109,361","106,411","2,950",2.7
CN1202100000000,12,21,"Collier County, FL",19-Nov,"183,572","178,439","5,133",2.8
CN1202300000000,12,23,"Columbia County, FL",19-Nov,"30,344","29,506",838,2.8
CN1202700000000,12,27,"DeSoto County, FL",19-Nov,"14,077","13,614",463,3.3
CN1202900000000,12,29,"Dixie County, FL",19-Nov,"5,885","5,687",198,3.4
CN1203100000000,12,31,"Duval County, FL",19-Nov,"498,839","484,540","14,299",2.9
CN1203300000000,12,33,"Escambia County, FL",19-Nov,"146,791","142,567","4,224",2.9
CN1203500000000,12,35,"Flagler County, FL",19-Nov,"47,140","45,506","1,634",3.5
CN1203700000000,12,37,"Franklin County, FL",19-Nov,"4,539","4,409",130,2.9
CN1203900000000,12,39,"Gadsden County, FL",19-Nov,"19,040","18,340",700,3.7
CN1204100000000,12,41,"Gilchrist County, FL",19-Nov,"7,261","7,040",221,3
CN1204300000000,12,43,"Glades County, FL",19-Nov,"5,445","5,253",192,3.5
CN1204500000000,12,45,"Gulf County, FL",19-Nov,"5,633","5,430",203,3.6
CN1204700000000,12,47,"Hamilton County, FL",19-Nov,"4,303","4,144",159,3.7
CN1204900000000,12,49,"Hardee County, FL",19-Nov,"8,590","8,223",367,4.3
CN1205100000000,12,51,"Hendry County, FL",19-Nov,"15,757","14,932",825,5.2
CN1205300000000,12,53,"Hernando County, FL",19-Nov,"72,587","69,855","2,732",3.8
CN1205500000000,12,55,"Highlands County, FL",19-Nov,"36,302","34,829","1,473",4.1
CN1205700000000,12,57,"Hillsborough County, FL",19-Nov,"758,798","738,009","20,789",2.7
CN1205900000000,12,59,"Holmes County, FL",19-Nov,"7,019","6,801",218,3.1
CN1206100000000,12,61,"Indian River County, FL",19-Nov,"66,003","63,762","2,241",3.4
CN1206300000000,12,63,"Jackson County, FL",19-Nov,"17,154","16,619",535,3.1
CN1206500000000,12,65,"Jefferson County, FL",19-Nov,"5,698","5,532",166,2.9
CN1206700000000,12,67,"Lafayette County, FL",19-Nov,"2,848","2,773",75,2.6
CN1206900000000,12,69,"Lake County, FL",19-Nov,"160,461","155,798","4,663",2.9
CN1207100000000,12,71,"Lee County, FL",19-Nov,"352,406","342,558","9,848",2.8
CN1207300000000,12,73,"Leon County, FL",19-Nov,"157,670","153,458","4,212",2.7
CN1207500000000,12,75,"Levy County, FL",19-Nov,"16,826","16,286",540,3.2
CN1207700000000,12,77,"Liberty County, FL",19-Nov,"2,651","2,567",84,3.2
CN1207900000000,12,79,"Madison County, FL",19-Nov,"7,558","7,302",256,3.4
CN1208100000000,12,81,"Manatee County, FL",19-Nov,"181,260","176,130","5,130",2.8
CN1208300000000,12,83,"Marion County, FL",19-Nov,"138,518","133,766","4,752",3.4
CN1208500000000,12,85,"Martin County, FL",19-Nov,"74,608","72,532","2,076",2.8
CN1208600000000,12,86,"Miami-Dade County, FL",19-Nov,"1,384,486","1,360,307","24,179",1.7
CN1208700000000,12,87,"Monroe County, FL",19-Nov,"47,312","46,455",857,1.8
CN1208900000000,12,89,"Nassau County, FL",19-Nov,"41,812","40,711","1,101",2.6
CN1209100000000,12,91,"Okaloosa County, FL",19-Nov,"96,354","94,012","2,342",2.4
CN1209300000000,12,93,"Okeechobee County, FL",19-Nov,"18,084","17,552",532,2.9
CN1209500000000,12,95,"Orange County, FL",19-Nov,"769,251","749,379","19,872",2.6
CN1209700000000,12,97,"Osceola County, FL",19-Nov,"185,845","180,369","5,476",2.9
CN1209900000000,12,99,"Palm Beach County, FL",19-Nov,"735,547","713,976","21,571",2.9
CN1210100000000,12,101,"Pasco County, FL",19-Nov,"240,277","232,699","7,578",3.2
CN1210300000000,12,103,"Pinellas County, FL",19-Nov,"499,256","485,870","13,386",2.7
CN1210500000000,12,105,"Polk County, FL",19-Nov,"309,867","299,722","10,145",3.3
CN1210700000000,12,107,"Putnam County, FL",19-Nov,"26,528","25,481","1,047",3.9
CN1210900000000,12,109,"St. Johns County, FL",19-Nov,"134,295","131,178","3,117",2.3
CN1211100000000,12,111,"St. Lucie County, FL",19-Nov,"145,879","140,731","5,148",3.5
CN1211300000000,12,113,"Santa Rosa County, FL",19-Nov,"83,474","81,262","2,212",2.6
CN1211500000000,12,115,"Sarasota County, FL",19-Nov,"189,959","184,684","5,275",2.8
CN1211700000000,12,117,"Seminole County, FL",19-Nov,"257,685","250,970","6,715",2.6
CN1211900000000,12,119,"Sumter County, FL",19-Nov,"32,923","31,536","1,387",4.2
CN1212100000000,12,121,"Suwannee County, FL",19-Nov,"18,093","17,538",555,3.1
CN1212300000000,12,123,"Taylor County, FL",19-Nov,"8,260","7,999",261,3.2
CN1212500000000,12,125,"Union County, FL",19-Nov,"4,685","4,560",125,2.7
CN1212700000000,12,127,"Volusia County, FL",19-Nov,"255,129","247,097","8,032",3.1
CN1212900000000,12,129,"Wakulla County, FL",19-Nov,"15,140","14,753",387,2.6
CN1213100000000,12,131,"Walton County, FL",19-Nov,"31,401","30,593",808,2.6
CN1213300000000,12,133,"Washington County, FL",19-Nov,"9,618","9,331",287,3
CN1300100000000,13,1,"Appling County, GA",19-Nov,"9,446","9,179",267,2.8
CN1300300000000,13,3,"Atkinson County, GA",19-Nov,"4,659","4,561",98,2.1
CN1300500000000,13,5,"Bacon County, GA",19-Nov,"4,904","4,744",160,3.3
CN1300700000000,13,7,"Baker County, GA",19-Nov,"1,175","1,125",50,4.3
CN1300900000000,13,9,"Baldwin County, GA",19-Nov,"17,498","16,829",669,3.8
CN1301100000000,13,11,"Banks County, GA",19-Nov,"9,810","9,585",225,2.3
CN1301300000000,13,13,"Barrow County, GA",19-Nov,"40,722","39,817",905,2.2
CN1301500000000,13,15,"Bartow County, GA",19-Nov,"50,944","49,598","1,346",2.6
CN1301700000000,13,17,"Ben Hill County, GA",19-Nov,"5,309","5,048",261,4.9
CN1301900000000,13,19,"Berrien County, GA",19-Nov,"7,578","7,249",329,4.3
CN1302100000000,13,21,"Bibb County, GA",19-Nov,"67,773","65,678","2,095",3.1
CN1302300000000,13,23,"Bleckley County, GA",19-Nov,"4,488","4,306",182,4.1
CN1302500000000,13,25,"Brantley County, GA",19-Nov,"7,221","6,986",235,3.3
CN1302700000000,13,27,"Brooks County, GA",19-Nov,"6,973","6,766",207,3
CN1302900000000,13,29,"Bryan County, GA",19-Nov,"18,254","17,814",440,2.4
CN1303100000000,13,31,"Bulloch County, GA",19-Nov,"36,610","35,546","1,064",2.9
CN1303300000000,13,33,"Burke County, GA",19-Nov,"9,120","8,750",370,4.1
CN1303500000000,13,35,"Butts County, GA",19-Nov,"10,805","10,530",275,2.5
CN1303700000000,13,37,"Calhoun County, GA",19-Nov,"2,298","2,233",65,2.8
CN1303900000000,13,39,"Camden County, GA",19-Nov,"20,785","20,193",592,2.8
CN1304300000000,13,43,"Candler County, GA",19-Nov,"5,596","5,475",121,2.2
CN1304500000000,13,45,"Carroll County, GA",19-Nov,"55,619","54,095","1,524",2.7
CN1304700000000,13,47,"Catoosa County, GA",19-Nov,"33,711","32,928",783,2.3
CN1304900000000,13,49,"Charlton County, GA",19-Nov,"4,803","4,662",141,2.9
CN1305100000000,13,51,"Chatham County, GA",19-Nov,"139,356","135,608","3,748",2.7
CN1305300000000,13,53,"Chattahoochee County, GA",19-Nov,"1,986","1,920",66,3.3
CN1305500000000,13,55,"Chattooga County, GA",19-Nov,"10,126","9,789",337,3.3
CN1305700000000,13,57,"Cherokee County, GA",19-Nov,"136,973","134,008","2,965",2.2
CN1305900000000,13,59,"Clarke County, GA",19-Nov,"59,528","57,894","1,634",2.7
CN1306100000000,13,61,"Clay County, GA",19-Nov,885,829,56,6.3
CN1306300000000,13,63,"Clayton County, GA",19-Nov,"138,659","133,901","4,758",3.4
CN1306500000000,13,65,"Clinch County, GA",19-Nov,"2,516","2,432",84,3.3
CN1306700000000,13,67,"Cobb County, GA",19-Nov,"428,712","418,510","10,202",2.4
CN1306900000000,13,69,"Coffee County, GA",19-Nov,"18,866","18,293",573,3
CN1307100000000,13,71,"Colquitt County, GA",19-Nov,"21,313","20,784",529,2.5
CN1307300000000,13,73,"Columbia County, GA",19-Nov,"75,101","73,290","1,811",2.4
CN1307500000000,13,75,"Cook County, GA",19-Nov,"8,062","7,815",247,3.1
CN1307700000000,13,77,"Coweta County, GA",19-Nov,"75,185","73,460","1,725",2.3
CN1307900000000,13,79,"Crawford County, GA",19-Nov,"5,603","5,443",160,2.9
CN1308100000000,13,81,"Crisp County, GA",19-Nov,"9,394","9,098",296,3.2
CN1308300000000,13,83,"Dade County, GA",19-Nov,"8,247","8,036",211,2.6
CN1308500000000,13,85,"Dawson County, GA",19-Nov,"12,407","12,141",266,2.1
CN1308700000000,13,87,"Decatur County, GA",19-Nov,"11,545","11,185",360,3.1
CN1308900000000,13,89,"DeKalb County, GA",19-Nov,"402,308","391,250","11,058",2.7
CN1309100000000,13,91,"Dodge County, GA",19-Nov,"7,008","6,690",318,4.5
CN1309300000000,13,93,"Dooly County, GA",19-Nov,"5,095","4,940",155,3
CN1309500000000,13,95,"Dougherty County, GA",19-Nov,"38,413","36,889","1,524",4
CN1309700000000,13,97,"Douglas County, GA",19-Nov,"73,794","71,656","2,138",2.9
CN1309900000000,13,99,"Early County, GA",19-Nov,"4,452","4,299",153,3.4
CN1310100000000,13,101,"Echols County, GA",19-Nov,"1,931","1,887",44,2.3
CN1310300000000,13,103,"Effingham County, GA",19-Nov,"30,848","30,127",721,2.3
CN1310500000000,13,105,"Elbert County, GA",19-Nov,"7,649","7,388",261,3.4
CN1310700000000,13,107,"Emanuel County, GA",19-Nov,"8,249","7,901",348,4.2
CN1310900000000,13,109,"Evans County, GA",19-Nov,"4,896","4,764",132,2.7
CN1311100000000,13,111,"Fannin County, GA",19-Nov,"11,480","11,172",308,2.7
CN1311300000000,13,113,"Fayette County, GA",19-Nov,"58,444","57,070","1,374",2.4
CN1311500000000,13,115,"Floyd County, GA",19-Nov,"44,454","43,050","1,404",3.2
CN1311700000000,13,117,"Forsyth County, GA",19-Nov,"123,107","120,452","2,655",2.2
CN1311900000000,13,119,"Franklin County, GA",19-Nov,"9,845","9,558",287,2.9
CN1312100000000,13,121,"Fulton County, GA",19-Nov,"561,031","545,359","15,672",2.8
CN1312300000000,13,123,"Gilmer County, GA",19-Nov,"11,882","11,549",333,2.8
CN1312500000000,13,125,"Glascock County, GA",19-Nov,"1,276","1,237",39,3.1
CN1312700000000,13,127,"Glynn County, GA",19-Nov,"39,134","38,099","1,035",2.6
CN1312900000000,13,129,"Gordon County, GA",19-Nov,"27,929","27,149",780,2.8
CN1313100000000,13,131,"Grady County, GA",19-Nov,"10,388","10,091",297,2.9
CN1313300000000,13,133,"Greene County, GA",19-Nov,"6,893","6,678",215,3.1
CN1313500000000,13,135,"Gwinnett County, GA",19-Nov,"493,509","481,670","11,839",2.4
CN1313700000000,13,137,"Habersham County, GA",19-Nov,"19,110","18,476",634,3.3
CN1313900000000,13,139,"Hall County, GA",19-Nov,"102,867","100,620","2,247",2.2
CN1314100000000,13,141,"Hancock County, GA",19-Nov,"2,474","2,339",135,5.5
CN1314300000000,13,143,"Haralson County, GA",19-Nov,"12,664","12,314",350,2.8
CN1314500000000,13,145,"Harris County, GA",19-Nov,"16,638","16,240",398,2.4
CN1314700000000,13,147,"Hart County, GA",19-Nov,"10,955","10,628",327,3
CN1314900000000,13,149,"Heard County, GA",19-Nov,"5,293","5,147",146,2.8
CN1315100000000,13,151,"Henry County, GA",19-Nov,"116,305","113,041","3,264",2.8
CN1315300000000,13,153,"Houston County, GA",19-Nov,"70,316","68,448","1,868",2.7
CN1315500000000,13,155,"Irwin County, GA",19-Nov,"3,344","3,222",122,3.6
CN1315700000000,13,157,"Jackson County, GA",19-Nov,"37,669","36,909",760,2
CN1315900000000,13,159,"Jasper County, GA",19-Nov,"6,997","6,824",173,2.5
CN1316100000000,13,161,"Jeff Davis County, GA",19-Nov,"5,941","5,719",222,3.7
CN1316300000000,13,163,"Jefferson County, GA",19-Nov,"6,603","6,346",257,3.9
CN1316500000000,13,165,"Jenkins County, GA",19-Nov,"3,106","2,993",113,3.6
CN1316700000000,13,167,"Johnson County, GA",19-Nov,"3,978","3,861",117,2.9
CN1316900000000,13,169,"Jones County, GA",19-Nov,"13,722","13,355",367,2.7
CN1317100000000,13,171,"Lamar County, GA",19-Nov,"8,280","8,025",255,3.1
CN1317300000000,13,173,"Lanier County, GA",19-Nov,"3,773","3,648",125,3.3
CN1317500000000,13,175,"Laurens County, GA",19-Nov,"18,874","18,118",756,4
CN1317700000000,13,177,"Lee County, GA",19-Nov,"14,804","14,418",386,2.6
CN1317900000000,13,179,"Liberty County, GA",19-Nov,"26,246","25,429",817,3.1
CN1318100000000,13,181,"Lincoln County, GA",19-Nov,"3,556","3,444",112,3.1
CN1318300000000,13,183,"Long County, GA",19-Nov,"8,176","7,942",234,2.9
CN1318500000000,13,185,"Lowndes County, GA",19-Nov,"51,538","50,015","1,523",3
CN1318700000000,13,187,"Lumpkin County, GA",19-Nov,"16,881","16,481",400,2.4
CN1318900000000,13,189,"McDuffie County, GA",19-Nov,"8,844","8,453",391,4.4
CN1319100000000,13,191,"McIntosh County, GA",19-Nov,"6,133","5,968",165,2.7
CN1319300000000,13,193,"Macon County, GA",19-Nov,"4,678","4,510",168,3.6
CN1319500000000,13,195,"Madison County, GA",19-Nov,"13,406","13,077",329,2.5
CN1319700000000,13,197,"Marion County, GA",19-Nov,"3,294","3,186",108,3.3
CN1319900000000,13,199,"Meriwether County, GA",19-Nov,"8,961","8,634",327,3.6
CN1320100000000,13,201,"Miller County, GA",19-Nov,"2,763","2,685",78,2.8
CN1320500000000,13,205,"Mitchell County, GA",19-Nov,"8,587","8,218",369,4.3
CN1320700000000,13,207,"Monroe County, GA",19-Nov,"13,000","12,661",339,2.6
CN1320900000000,13,209,"Montgomery County, GA",19-Nov,"3,764","3,615",149,4
CN1321100000000,13,211,"Morgan County, GA",19-Nov,"9,314","9,084",230,2.5
CN1321300000000,13,213,"Murray County, GA",19-Nov,"15,363","14,678",685,4.5
CN1321500000000,13,215,"Muscogee County, GA",19-Nov,"77,219","74,413","2,806",3.6
CN1321700000000,13,217,"Newton County, GA",19-Nov,"52,531","50,917","1,614",3.1
CN1321900000000,13,219,"Oconee County, GA",19-Nov,"19,691","19,308",383,1.9
CN1322100000000,13,221,"Oglethorpe County, GA",19-Nov,"6,992","6,815",177,2.5
CN1322300000000,13,223,"Paulding County, GA",19-Nov,"86,643","84,611","2,032",2.3
CN1322500000000,13,225,"Peach County, GA",19-Nov,"11,803","11,428",375,3.2
CN1322700000000,13,227,"Pickens County, GA",19-Nov,"15,394","15,031",363,2.4
CN1322900000000,13,229,"Pierce County, GA",19-Nov,"8,679","8,446",233,2.7
CN1323100000000,13,231,"Pike County, GA",19-Nov,"8,971","8,755",216,2.4
CN1323300000000,13,233,"Polk County, GA",19-Nov,"18,499","17,954",545,2.9
CN1323500000000,13,235,"Pulaski County, GA",19-Nov,"4,040","3,926",114,2.8
CN1323700000000,13,237,"Putnam County, GA",19-Nov,"8,191","7,920",271,3.3
CN1323900000000,13,239,"Quitman County, GA",19-Nov,795,759,36,4.5
CN1324100000000,13,241,"Rabun County, GA",19-Nov,"7,121","6,901",220,3.1
CN1324300000000,13,243,"Randolph County, GA",19-Nov,"2,536","2,432",104,4.1
CN1324500000000,13,245,"Richmond County, GA",19-Nov,"84,814","81,721","3,093",3.6
CN1324700000000,13,247,"Rockdale County, GA",19-Nov,"45,036","43,682","1,354",3
CN1324900000000,13,249,"Schley County, GA",19-Nov,"2,228","2,159",69,3.1
CN1325100000000,13,251,"Screven County, GA",19-Nov,"5,034","4,831",203,4
CN1325300000000,13,253,"Seminole County, GA",19-Nov,"3,008","2,906",102,3.4
CN1325500000000,13,255,"Spalding County, GA",19-Nov,"28,840","27,929",911,3.2
CN1325700000000,13,257,"Stephens County, GA",19-Nov,"10,620","10,279",341,3.2
CN1325900000000,13,259,"Stewart County, GA",19-Nov,"2,422","2,344",78,3.2
CN1326100000000,13,261,"Sumter County, GA",19-Nov,"12,840","12,333",507,3.9
CN1326300000000,13,263,"Talbot County, GA",19-Nov,"2,797","2,700",97,3.5
CN1326500000000,13,265,"Taliaferro County, GA",19-Nov,566,535,31,5.5
CN1326700000000,13,267,"Tattnall County, GA",19-Nov,"9,535","9,250",285,3
CN1326900000000,13,269,"Taylor County, GA",19-Nov,"3,160","3,055",105,3.3
CN1327100000000,13,271,"Telfair County, GA",19-Nov,"3,854","3,498",356,9.2
CN1327300000000,13,273,"Terrell County, GA",19-Nov,"3,492","3,369",123,3.5
CN1327500000000,13,275,"Thomas County, GA",19-Nov,"16,345","15,774",571,3.5
CN1327700000000,13,277,"Tift County, GA",19-Nov,"19,937","19,390",547,2.7
CN1327900000000,13,279,"Toombs County, GA",19-Nov,"11,525","11,101",424,3.7
CN1328100000000,13,281,"Towns County, GA",19-Nov,"3,885","3,729",156,4
CN1328300000000,13,283,"Treutlen County, GA",19-Nov,"2,546","2,444",102,4
CN1328500000000,13,285,"Troup County, GA",19-Nov,"37,302","36,307",995,2.7
CN1328700000000,13,287,"Turner County, GA",19-Nov,"3,135","3,033",102,3.3
CN1328900000000,13,289,"Twiggs County, GA",19-Nov,"2,867","2,741",126,4.4
CN1329100000000,13,291,"Union County, GA",19-Nov,"10,276","10,028",248,2.4
CN1329300000000,13,293,"Upson County, GA",19-Nov,"11,357","11,010",347,3.1
CN1329500000000,13,295,"Walker County, GA",19-Nov,"31,449","30,629",820,2.6
CN1329700000000,13,297,"Walton County, GA",19-Nov,"46,375","45,249","1,126",2.4
CN1329900000000,13,299,"Ware County, GA",19-Nov,"15,525","15,060",465,3
CN1330100000000,13,301,"Warren County, GA",19-Nov,"2,849","2,741",108,3.8
CN1330300000000,13,303,"Washington County, GA",19-Nov,"7,030","6,786",244,3.5
CN1330500000000,13,305,"Wayne County, GA",19-Nov,"11,241","10,884",357,3.2
CN1330700000000,13,307,"Webster County, GA",19-Nov,"1,022",988,34,3.3
CN1330900000000,13,309,"Wheeler County, GA",19-Nov,"1,590","1,485",105,6.6
CN1331100000000,13,311,"White County, GA",19-Nov,"16,456","16,115",341,2.1
CN1331300000000,13,313,"Whitfield County, GA",19-Nov,"43,015","41,486","1,529",3.6
CN1331500000000,13,315,"Wilcox County, GA",19-Nov,"2,673","2,581",92,3.4
CN1331700000000,13,317,"Wilkes County, GA",19-Nov,"3,789","3,625",164,4.3
CN1331900000000,13,319,"Wilkinson County, GA",19-Nov,"3,950","3,818",132,3.3
CN1332100000000,13,321,"Worth County, GA",19-Nov,"8,927","8,649",278,3.1
CN1500100000000,15,1,"Hawaii County, HI",19-Nov,"92,013","88,991","3,022",3.3
CN1500300000000,15,3,"Honolulu County/city, HI",19-Nov,"452,986","441,863","11,123",2.5
CN1500700000000,15,7,"Kauai County, HI",19-Nov,"36,536","35,504","1,032",2.8
